stars,comment
5.0 out of 5 stars,"









  
  
    
  After seeing the deal without any second thoughts I ordered iPhone 11. But after reading all those negative comments I was shattered!Literally I was praying and tensed that I should receive a good phone, lol at least a phone!Yes I totally received a brand new phone. Just using it for a day so far no heating, audio and camera issues.

  
"
5.0 out of 5 stars,"









  
  
    
  Purchased in December.Decent phone with good battery backup as per apple standard.Camera is big upgrade from previous generation.iOS 13 can cause some hiccups but certainly a buy for apple lovers.For Apple haters : camera is quite good compared to pixel 2 and one plus previous generation.

  
"
4.0 out of 5 stars,"









  
  
    
  Thanks to Amazon I got it at very cheap price and plus I got discount for my credit card I am very much satisfied for what I paid for this iPhone.

  
"
5.0 out of 5 stars,"









  
  
    
  Ordered this phone in the midnight and very same day early morning phone was in my handThis is how Amazon deliverersI just can say i have been a loyal customer of amazon u have proved time n againThank you for such a wonderful phone at Irresistible price and super duper fast delivery

  
"
4.0 out of 5 stars,"









  
  
    
  All the right things with right amount. Camera is typical apple, impressive battery life. Feel big in hand, aluminium sides feel slippery. Smoothness is charm, powerful A13 bionic does not let you down with multitasking. Only disappointment is same 5W brick, apple should atleast give 16W charger in box.

  
"
5.0 out of 5 stars,"









  
  
    
  Though the reviews were bad of seller.. was little bit afraid..But recieved a brand new iphone 11 at 46750₹.The color is so fresh,calm and composed.Looks very affluent onc u hold it in ur hand.Camera quality is just fab.If you hav good budgetDen plz go for dis phone.

  
"
5.0 out of 5 stars,"









  
  
    
  The most valuable product 👌 and any one want to move from android to iOS it is a great initial for you and you have to get great experience for your this product😁

  
"
5.0 out of 5 stars,"









  
  
    
  I was waiting to buy this phone from lunch but all the time out of stock know I got the phone from Amazon thankful to Amazon this phone gift to me from my family before my birthday I always like apple phone from day one I recommend to buy this phone value for money good battery good camera thank you

  
"
4.0 out of 5 stars,"









  
  
    
  After a month use,I can say that it is one of the Best phone in the market.U will little trouble when u move from Android to iOS since it do not give u freedom to download online video.Thiugh by some App u can do soCamera quality is Superb,only issue is SloMo video gets blurred in room light. Use DoDax App to download Youtube video.

  
"
3.0 out of 5 stars,"









  
  
    
  Had to request for headphone replacement in Pune location, which again going to take 10 days for replacement.The first one with box should have been tested correctly as saw that it stopped working in just 20 days of use.Mobile as such is not bad, but thats expected considering Apple

  
"
5.0 out of 5 stars,"









  
  
    
  Super fast delivery. Item delivered on very next day as promised. Phone recieved in sealed package and working fine for last two days. Didn't get much time to explore, however build quality and look of the phone is fabulous. Can't tell about the camera quality and other technical details as I have not used the phone much post delivery.

  
"
1.0 out of 5 stars,"









  
  
    
  The Apple iPhone 11 that I received today had already been opened. I got it without any deal or plastic cover.I don’t know if it’s damaged inside I am not touching itPlease take it back and give me a completely new packed one.I am extremely upset about this.

  
"
1.0 out of 5 stars,"









  
  
    
  Better go with iPhone 11 pro or buy X RNothing different in between XR and 11

  
"
5.0 out of 5 stars,"









  
  
    
  Just brilliant at literally everything.Camera is truly flagship.For my usage, it lasts at least 1¹/2 day as it's battery life management is tremendous.And the Apple Logo 😉

  
"
5.0 out of 5 stars,"









  
  
    
  I am a hard core android device user...But this is unmatchable device. I am expecting more and more from Apple. Truly a joy using everyday. Expensive at top class performance.Cons: Charge is very slow. Could have provided fast charger. For me doesn’t matter to spend a little more but I expect everything in single box.

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome packaging and looks good.. best part is it is manufactured in India.. Face id and Battery life looks good.. must buy!

  
"
5.0 out of 5 stars,"









  
  
    
  I am Glad and Lucky that I Switched from Android to IOS that too On Best Selling Phone In World Iphone 11...What an Amazing Feeling It is, Iphone 11 is A Beast With Best Battery Backup and Screen on Time .I suggest It As One of the Best Smartphone

  
"
5.0 out of 5 stars,"









  
  
    
  got it for rs 59900 on prime day !! In love with the cameras altogether let the droids talk iphone will be iphone !!!(Life is not hard without one kidney)

  
"
3.0 out of 5 stars,"









  
  
    
  Over all good phone,  i can play pubg for 3 and a half hour with low setting with full charged to 10 %• Camera is good,  but charger is very slow,  its take more than 3 hour to full chareged from 0 to 100 %.

  
"
